"CUENTA","GANACIA","TOTALCAMPANAS","PARTICIPACION"
"312,998","12,437.74",1,1
"313,000","566,102.21",46,0.22
"313,001","4,750.46",4,0.75
"313,003","11,009.25",1,1
"313,004","6,654.33",3,0.33
"313,005","-1,134.7",1,1
"313,006","27,971.61",3,0.67
"313,007","312,850.25",46,0.19
"313,010","260,072.29",16,0.14
"313,011","44,487.95",4,0.75
"313,012","3,909.86",1,1
"313,013","20,222.25",10,0.08
"313,015","15,368.25",2,1
"313,016","4,158.85",2,0.5
"313,017","4,422.74",1,1
"313,018","21,343.37",2,1
"313,019","-2,124",2,0.5
"313,020",821.77,2,0.5
"313,021","25,276.38",5,0.8
"313,022","41,092.03",5,0.8
"313,023","188,792.28",46,0.09
"313,024","31,116.12",8,0.88
"313,025","47,880.17",10,0.11
"313,026","2,738.27",1,1
"313,027","121,279.58",22,0.17
"313,028","212,663.88",36,0.18
"313,029","105,289.75",16,0.16
"313,031","105,495.09",46,0.07
"313,032","32,205.42",3,1
"313,033","189,596.27",26,0.2
"313,034","323,692.93",20,0.19
"313,035","22,200.45",13,0.06
"313,036","229,774.75",46,0.22
"313,037","9,316.17",2,0.5
"313,038","113,811.29",26,0.23
"313,039","133,062.77",30,0.1
"313,040","9,035.31",1,1
"313,042","193,994.85",37,0.18
"313,043","657,975.12",41,0.19
"313,044","476,893.26",27,0.25
"313,045","2,760.9",1,1
"313,047","1,546.25",3,0.67
"313,048","59,629.67",6,1
"313,050","21,246.87",3,1
"313,051","358,774.47",46,0.21
"313,052","2,155.64",2,0.5
"313,055","7,118.71",1,1
"313,056","11,772.61",2,1
"313,057","2,178.13",1,1
"313,058","204,260.75",45,0.22
"313,059","126,081.72",45,0.22
"313,060","43,807.98",4,1
"313,061","14,339.31",1,1
"313,062","-1,582.15",1,1
"313,063","12,677",5,0.6
"313,064","6,265.79",1,1
"313,065","11,586.73",4,1
"313,066","17,592.01",5,1
"313,067","-1,502.8",1,1
"313,068","285,530.37",45,0.21
"313,069",-810.35,1,1
"313,075","38,994.46",5,1
"313,078","190,516.22",41,0.09
"313,079",281.71,1,1
"313,085","84,879.38",10,0.11
"313,087","25,605.34",5,0.8
"313,088","42,904.61",10,0.1
"313,089","417,059.31",39,0.19
"313,090","42,860.15",5,0.6
"313,091","126,425.49",45,0.2
"313,093","14,923.23",24,0.06
"313,094","175,379.64",10,0.11
"313,095",-236.67,2,0.5
"313,097","8,686.48",2,1
"313,100","120,082.34",37,0.09
"313,102","30,788.38",5,1
"313,103","185,818.28",32,0.16
"313,106",973.67,3,0.67
"313,107","4,344.61",3,1
"313,108","27,964.89",4,0.75
"313,109","39,513.56",5,0.8
"313,112","3,278.63",1,1
"313,113","72,102.5",18,0.18
"313,114",-211.83,1,1
"313,115","18,706.78",4,0.75
"313,117","1,250,065.34",46,0.22
"313,118","125,182.43",6,1
"313,119","7,013.02",6,0.67
"313,120","2,711.03",1,1
"313,121","28,781.73",10,0.11
"313,122","2,146.71",1,1
"313,123","-2,307.71",1,1
"313,125","-11,109.12",1,1
"313,126","6,574.88",2,0.5
"313,127","6,017.73",4,0.5
"313,128","17,119.32",3,1
"313,129","-2,496.99",1,1
"313,131","8,347.89",2,0.5
"313,133","-2,075.86",4,0.75
"313,134",-503.82,1,1
"313,136","-1,474.86",2,1
"313,137","20,768.35",3,1
"313,138","11,415.61",6,1
"313,139","30,598.37",46,0.06
"313,140","11,616.25",4,0.75
"313,141","34,911.65",4,0.75
"313,142","40,694.34",9,0.22
"313,143","7,047.47",4,0.75
"313,144","17,363.66",5,0.8
"313,145","2,320.92",1,1
"313,146","248,680.46",43,0.17
"313,147","337,092.76",46,0.21
"313,149","60,872.83",10,0.04
"313,150","8,760.01",1,1
"313,151","65,375.22",39,0.08
"313,152","162,369.2",33,0.16
"313,154","63,869.16",9,0.1
"313,155","-15,228.13",6,0.83
"313,156","283,400.59",34,0.17
"313,157","6,428.19",1,1
"313,158","7,077.34",1,1
"313,159","75,123.6",6,1
"313,163","10,565.13",3,1
"313,168","167,402.54",10,0.1
"313,170","1,108.48",1,1
"313,172","130,573.35",14,0.14
"313,174","4,786.44",2,0.5
"313,175","5,255.69",1,1
"313,176","263,013.02",45,0.22
"313,178","1,123.46",2,0.5
"313,179","18,809.88",5,0.8
"313,180","33,709.28",5,0.8
"313,182","39,730.73",7,1
"313,183","205,972.63",33,0.17
"313,187","45,495.7",3,0.67
"313,189","111,587.07",40,0.2
"313,190","5,480.58",2,1
"313,191","1,674.01",2,0.5
"313,192",900.19,3,0.67
"313,196","356,531.73",31,0.15
"313,197","61,258.04",16,0.16
"313,198","1,505.56",2,0.5
"313,199","56,886.86",10,0.1
"313,200","14,892.38",2,1
"313,202","841,185.42",43,0.21
"313,203","652,524.54",37,0.18
"313,204","255,429.64",45,0.22
"313,206","30,037.94",6,1
"313,207","9,880.24",1,1
"313,210","3,698.3",3,1
"313,211","6,489.34",2,0.5
"313,212","14,926.78",1,1
"313,213","17,516.23",2,0.5
"313,214","19,932.42",5,1
"313,215","487,485.74",45,0.22
"313,216","45,717.01",8,1
"313,218","271,237.02",45,0.22
"313,219","6,502.08",1,1
"313,220","181,895.25",44,0.13
"313,221","63,054.5",5,1
"313,223","30,265.93",7,1
"313,224","7,487",4,1
"313,229","68,258.32",43,0.02
"313,232","60,080.24",6,1
"313,235","21,249.47",13,0.04
"313,236","38,468.48",4,1
"313,237","281,329.79",36,0.18
"313,238","14,101.35",2,1
"313,239","705,075.35",46,0.22
"313,241","-5,077.78",4,0.5
"313,242","160,056.8",25,0.21
"313,243","18,001.59",3,1
"313,245","36,593.46",7,1
"313,246","63,675.76",7,0.71
"313,247","121,381.69",27,0.24
"313,248","-8,759.93",4,0.5
"313,250","354,279.93",46,0.22
"313,251","148,603.15",17,0.17
"313,252","59,459.61",9,0.89
"313,253",154.74,1,1
"313,254","78,771.63",10,0.09
"313,255","98,847.67",29,0.1
"313,256","18,049.11",4,0.75
"313,257","1,144.21",2,0.5
"313,258","121,074.86",13,0.14
"313,259","382,008.93",46,0.17
"313,260","489,875.99",46,0.22
"313,261",196.12,2,0.5
"313,262","53,855.83",23,0.19
"313,263","119,826.22",16,0.15
"313,264","20,591.83",4,0.75
"313,265",-353.3,1,1
"313,268","131,377.38",11,0.1
"313,269","9,987.92",46,0
"313,271","-3,902.68",3,1
"313,272","13,204.78",2,1
"313,273","286,434.09",46,0.22
"313,275",518.54,6,0.67
"313,279","90,063.79",8,0.09
"313,282","-3,476.03",1,1
"313,283","207,046.36",26,0.23
"313,284","7,889.19",3,1
"313,285","11,769.04",4,1
"313,286","17,883.1",4,0.75
"313,287","30,629.36",5,0.8
"313,288","99,645.36",12,0.13
"313,289","577,187.42",29,0.14
"313,290",696.63,4,0.03
"313,292","398,189.82",28,0.13
"313,293",880.72,2,0.5
"313,294","72,351.14",10,0.11
"313,295","34,706.91",25,0.1
"313,296","2,685.19",6,0.67
"313,299","-7,662.28",1,1
"313,300","71,118.74",13,0.14
"313,301","64,650.79",13,0.13
"313,303","16,366.52",5,1
"313,304","1,429.26",1,1
"313,305","42,254.61",6,1
"313,306","52,296.13",7,1
"313,307","95,256.59",5,1
"313,309","285,181.03",32,0.16
"313,310","10,815.38",2,1
"313,311","12,667.13",7,0.86
"313,312","-18,991.95",1,1
"313,313","554,429.22",45,0.22
"313,314","35,581.98",7,0.71
"313,315","15,383.49",3,0.67
"313,316","7,143.52",8,1
"313,317","33,168.64",11,0.11
"313,318","71,942.19",12,0.13
"313,319","3,792.18",1,1
"313,320","12,200.56",4,0.5
"313,321","122,117.33",17,0.17
"313,322","10,956.2",1,1
"313,323","8,857.16",7,0.86
"313,324","2,914.4",1,1
"313,325","104,485.16",45,0.09
"313,326","6,403.36",3,1
"313,327","36,767.07",8,1
"313,328","-1,019.45",1,1
"313,330","20,250.54",4,0.5
"313,331","2,683.54",1,1
"313,333","31,073.18",10,0.11
"313,334","58,082.53",8,0.63
"313,335",112.17,1,1
"313,336","3,124.35",4,0.5
"313,337","166,333.39",45,0.21
"313,339","-16,629.38",1,1
"313,342","58,153.1",5,1
"313,343","388,831.95",45,0.22
"313,344",-26.73,1,1
"313,347","119,272.38",45,0.08
"313,349","1,073.9",2,1
"313,356","24,479.13",4,1
"313,359","59,480.88",7,1
"313,360","92,918.72",16,0.16
"313,362","40,939.93",6,1
"313,364","10,726.46",3,0.67
"313,365","8,362.83",3,0.67
"313,366","-2,815.11",1,1
"313,367","257,713.01",19,0.19
"313,368","18,742.85",4,0.75
"313,369","1,530.69",1,1
"313,370","60,015.18",5,0.8
"313,371",142.53,2,1
"313,372","29,487.88",3,1
"313,373","148,775.25",7,1
"313,374","22,828.4",5,0.6
"313,377","-3,970.83",2,1
"313,378","91,505.62",14,0.13
"313,379","61,657.37",7,0.86
"313,380","114,209.44",24,0.18
"313,381","37,379.57",23,0.22
"313,383","53,244.46",6,0.83
"313,387","23,521.56",39,0.1
"313,388","397,101.22",46,0.22
"313,389","101,275.54",9,0.89
"313,391","62,138.39",6,1
"313,392","84,918.94",7,0.86
"313,396","-2,548.82",1,1
"313,397","9,863.53",6,0.33
"313,398","1,342.56",1,1
"313,399","47,482.76",17,0.13
"313,403","60,014.97",10,0.1
"313,405",121.15,1,1
"313,407","10,330.52",5,1
"313,408","114,978.2",46,0.18
"313,411","92,134.38",7,1
"313,412","12,392.7",2,1
"313,413","5,157.06",3,0.67
"313,414",-111.58,4,0.5
"313,415","87,438.31",8,0.88
"313,416","637,586",41,0.2
"313,417","-4,351.22",2,0.5
"313,418",720.06,1,1
"313,419","-1,769.95",1,1
"313,422","175,476.05",24,0.21
"313,423","11,241.3",1,1
"313,424","11,471.69",1,1
"313,426","14,447.05",1,1
"313,427","23,630.04",3,1
"313,428","133,689.85",16,0.16
"313,429","98,857.17",45,0.13
"313,431","5,120.12",1,1
"313,432","2,095.11",3,1
"313,434",-222.46,2,0.5
"313,435","36,728.21",5,0.8
"313,436","16,826.55",7,0.86
"313,437","488,805.28",46,0.22
"313,438","2,894.76",1,1
"313,439","17,241.57",1,1
"313,440","25,164.34",4,0.75
"313,441","124,176.61",16,0.15
"313,442","19,674.24",4,0.5
"313,443","5,393.15",2,1
"313,444","23,588.54",35,0.06
"313,446","10,062.5",2,1
"313,447","44,024.38",11,0.08
"313,448","376,490.08",46,0.22
"313,449","-1,817.7",2,0.5
"313,451","11,236.14",4,1
"313,452","22,193.83",2,0.5
"313,455","469,266.75",46,0.15
"313,456","13,299.77",2,1
"313,457","205,795.63",42,0.1
"313,460","247,536.14",46,0.22
"313,462","6,744.6",4,1
"313,463","26,929.61",5,0.8
"313,464","41,687.96",5,0.8
"313,465","167,862.61",46,0.22
"313,466",63.81,1,1
"313,468",948.61,1,1
"313,469","241,140.2",45,0.13
"313,470","4,194.39",1,1
"313,471","12,746.06",2,0.5
"313,472","-22,405.73",2,1
"313,476",610.21,2,0.5
"313,477","28,989.06",2,1
"313,479","32,815.98",7,1
"313,480","85,599.15",9,0.1
"313,481",-355.39,1,1
"313,483","2,428.02",1,1
"313,484","96,308.76",44,0.09
"313,486","91,979.09",29,0.07
"313,487","562,557.82",45,0.22
"313,488","108,282.59",9,0.1
"313,489","11,535.21",3,0.67
"313,491","3,186.81",4,0.75
"313,493","-4,330.31",17,0.02
"313,495",227.47,2,0.5
"313,498","3,892.88",1,1
"313,500","263,214.2",45,0.13
"313,501","94,546.54",10,0.07
"313,503","31,462.39",4,0.75
"313,504","217,473.21",25,0.22
"313,505",533.24,1,1
"313,507","168,498.24",40,0.19
"313,508","120,566.78",9,0.1
"313,509","43,139.4",3,1
"313,510","369,316.07",27,0.14
"313,511","11,738.19",2,1
"313,512","13,148.04",3,0.67
"313,513","11,447.29",5,1
"313,515",630.22,1,1
"313,516","101,854.01",22,0.2
"313,517","98,480.2",46,0.11
"313,518","10,286",7,1
"313,521","27,246.14",5,1
"313,522",859.3,2,1
"313,523","345,719.61",45,0.19
"313,524","90,620.51",7,1
"313,525","239,430.25",45,0.22
"313,526",-635.91,1,1
"313,527","19,452.43",3,0.67
"313,528","24,863.55",7,0.86
"313,529","7,354.52",13,0.02
"313,532","-1,710.88",1,1
"313,534","83,271.77",13,0.11
"313,537",-836.14,3,0.67
"313,538","7,182.86",14,0.02
"313,539","8,061.45",1,1
"313,540","7,512.37",1,1
"313,541","81,583.27",17,0.13
"313,542","722,275.24",45,0.21
"313,543","11,001.7",7,1
"313,544","270,543.93",45,0.22
"313,546","199,399.42",19,0.18
"313,547","3,079.99",29,0.02
"313,548","5,457.91",14,0.02
"313,550","32,704.12",2,1
"313,553","18,906.99",6,1
"313,555","2,527.57",1,1
"313,556","-1,996.34",1,1
"313,557","21,342.86",4,0.75
"313,560","156,437.93",8,0.08
"313,562","33,352.19",4,1
"313,563","14,504.69",1,1
"313,564","-5,860.39",42,0.01
"313,566","40,336.44",41,0.05
"313,567","11,650.12",2,0.5
"313,569","21,255.75",3,1
"313,570",523.14,1,1
"313,571",-593.03,1,1
"313,572","193,289.57",34,0.14
"313,573","7,259.42",2,1
"313,576","10,446.31",2,0.5
"313,577","8,374.66",3,0.67
"313,578","17,152.63",4,0.75
"313,579","46,290.03",10,0.11
"313,580","144,458.78",29,0.15
"313,581","-1,603.1",1,1
"313,586","2,068.47",2,0.5
"313,587","446,266.74",46,0.21
"313,588","3,134.57",1,1
"313,589","13,840.47",2,1
"313,590","266,860.82",45,0.21
"313,591","12,873.62",3,0.67
"313,593","107,935.54",24,0.23
"313,596","25,485.21",6,1
"313,597","-3,131.91",1,1
"313,598","-1,633.33",1,1
"313,602","168,036.85",12,0.12
"313,603","10,666.5",2,1
"313,604","-2,698.1",3,1
"313,607","8,516.22",1,1
"313,608","239,406.85",43,0.08
"313,609",597.28,3,0.33
"313,610","97,383.93",9,0.1
"313,611","4,943.66",3,1
"313,613","88,200.69",28,0.07
"313,615","36,069.3",9,1
"313,616","5,516.9",1,1
"313,618","111,836.09",46,0.22
"313,619","1,206.07",1,1
"313,620","272,589.04",46,0.21
"313,621","77,666.16",16,0.14
"313,623","-5,176.32",1,1
"313,625","215,779.64",12,0.13
"313,626","1,823.51",2,0.5
"313,627","407,298.63",45,0.2
"313,628","320,462.67",46,0.22
"313,629","-1,861.78",1,1
"313,630","79,735.88",17,0.17
"313,631","-1,965.19",3,0.33
"313,632","36,271.86",4,0.75
"313,633","3,221.42",6,1
"313,634","17,880.17",1,1
"313,635","27,361.21",29,0.06
"313,636","31,577.14",7,1
"313,638","22,476.69",5,0.6
"313,640","854,088.73",45,0.21
"313,643","8,137.79",2,0.5
"313,644","71,547.74",10,0.11
"313,646","178,171.7",45,0.22
"313,647","433,949.81",25,0.23
"313,648","32,935.89",7,0.86
"313,649","17,774.85",1,1
"313,650","23,151.6",4,0.75
"313,651","33,141.71",16,0.16
"313,652","62,811.48",24,0.11
"313,654","32,364.44",38,0.03
"313,655",143.99,1,1
"313,656","35,149.38",7,1
"313,661","2,027,819.73",46,0.22
"313,662","147,799.32",9,0.09
"313,663","24,161.47",8,0.88
"313,664","45,460.82",11,0.11
"313,665","82,622.14",6,1
"313,666","33,900.12",3,0.67
"313,667","115,235.99",7,1
"313,668","62,986.29",5,0.8
"313,669","15,374.91",1,1
"313,670","24,681.43",9,0.1
"313,671","1,510.14",2,0.5
"313,672","25,665.86",5,1
"313,673","4,571.13",5,0.8
"313,674","15,146.05",1,1
"313,675","10,153.38",1,1
"313,676","34,487.28",4,1
"313,678","242,994.91",17,0.16
"313,679","8,739.04",2,0.5
"313,681","3,230.77",2,0.5
"313,682","67,875.18",4,1
"313,683",151.26,1,1
"313,684","172,892.15",28,0.09
"313,685","7,489.27",3,1
"313,686","272,534.05",45,0.22
"313,687","81,064.3",11,0.12
"313,688","28,608.58",4,0.75
"313,689","74,846.68",46,0.04
"313,690","92,455.22",6,1
"313,691",-393.66,1,1
"313,693","59,929.46",4,1
"313,695","5,592.52",3,0.67
"313,696",336.08,1,1
"313,698","19,140.91",2,0.5
"313,699","218,236.8",45,0.22
"313,701","2,902.52",4,0.5
"313,702","-3,915.45",1,1
"313,703","-2,814.29",1,1
"313,705",545.21,2,1
"313,706","183,246.48",19,0.18
"313,707","6,607.19",28,0.08
"313,708","125,393.33",45,0.21
"313,709","13,422.85",1,1
"313,711","10,033.3",5,1
"313,712","34,002.25",8,1
"313,713","6,265.21",4,0.75
"313,715","97,037.31",35,0.09
"313,716","186,742.28",45,0.22
"313,717","21,116.07",6,1
"313,718","18,084.99",2,1
"313,719","44,397.97",5,1
"313,720","333,568.22",28,0.14
"313,723","8,310.78",4,1
"313,726","10,553.01",2,1
"313,728","87,759.84",10,0.11
"313,731","17,795.85",1,1
"313,732","4,839.16",2,0.5
"313,733","361,564.39",45,0.21
"313,734","100,586.59",13,0.13
"313,736","29,878.53",7,1
"313,737","1,798.22",2,0.5
"313,739","953,931.3",35,0.12
"313,740","937,614.23",45,0.22
"313,742","11,265.15",3,0.67
"313,744","27,697.13",7,1
"313,745","-2,040.6",1,1
"313,746","20,606.8",3,0.67
"313,748","117,833.19",14,0.14
"313,752","359,343.95",24,0.21
"313,758","2,012.37",1,1
"313,759","6,548.96",6,1
"313,761","152,085.85",46,0.21
"313,762","1,154.27",2,0.5
"313,763","27,151.89",4,0.75
"313,765","18,284.4",4,0.75
"313,766","21,641.23",7,1
"313,768","6,976.42",4,0.75
"313,770","1,670.96",1,1
"313,773","3,151.96",1,1
"313,774","138,711.53",21,0.19
"313,775","95,872.68",45,0.22
"313,776",-0.65,1,1
"313,777","56,563.76",15,0.13
"313,778","178,738.33",27,0.14
"313,780","28,250.18",5,1
"313,782","315,445.76",46,0.2
"313,783","64,458.43",16,0.06
"313,785","1,982.82",5,0.8
"313,786","335,071.3",29,0.15
"313,787","5,240.54",2,0.5
"313,788","81,814.15",12,0.13
"313,789","2,833.78",2,1
"313,790","4,496.74",1,1
"313,792",676.96,2,0.5
"313,794","210,207.71",30,0.14
"313,795",-617.11,1,1
"313,796","114,186.21",45,0.13
"313,797","-1,637.8",4,0.5
"313,799","251,501.88",39,0.11
"313,800","2,863.96",1,1
"313,801","10,436.28",4,1
"313,803","302,159.97",44,0.17
"313,804","5,953.63",3,1
"313,806","27,202.11",17,0.1
"313,807","-1,331.25",1,1
"313,809","94,183.89",40,0.11
"313,810","434,338",46,0.22
"313,811","365,677.7",42,0.17
"313,812","19,584.8",27,0.14
"313,814",847.4,1,1
"313,815","27,043.74",45,0.07
"313,816","24,259.07",25,0.23
"313,817","405,153.47",46,0.22
"313,818","73,605.12",28,0.15
"313,819","89,106.77",40,0.09
"313,820","3,724.83",1,1
"313,821","9,432.35",4,0.75
"313,822","-1,508.2",1,1
"313,823","82,795.07",43,0.15
"313,824","83,231.04",10,0.11
"313,825","59,530.76",5,1
"313,826","13,027.76",1,1
"313,828","5,546.05",4,0.75
"313,829","11,453.02",1,1
"313,830","17,814.97",2,1
"313,831","23,716.09",2,1
"313,832","285,363.72",46,0.21
"313,833","20,918.2",3,0.67
"313,834",-1.2,1,1
"313,835","48,975.48",8,1
"313,836","-7,109.86",2,1
"313,837","4,206.14",1,1
"313,838","164,179.97",45,0.22
"313,839","57,117.65",7,0.86
"313,840","55,964.93",14,0.07
"313,841","27,296.12",5,1
"313,842","10,205.11",5,1
"313,843","22,102.13",5,1
"313,845","29,671.08",26,0.1
"313,846","30,277.52",11,1
"313,847","246,901.73",27,0.13
"313,848",-106.58,1,1
"313,849","6,347.11",3,0.67
"313,850","192,043.17",35,0.17
"313,851","-6,341.67",3,1
"313,852","210,536.57",41,0.2
"313,853","300,308.5",10,0.1
"313,854","5,670.44",21,0.02
"313,855","200,376.01",46,0.22
"313,856","27,760",24,0.21
"313,857","3,849.88",1,1
"313,858","133,069",21,0.17
"313,859","42,233.09",7,1
"313,860","53,002.15",8,1
"313,861","59,397.35",10,0.11
"313,862","381,592.66",46,0.22
"313,863","4,384.56",1,1
"313,864","-1,115.52",2,0.5
"313,865","776,489.6",46,0.19
"313,868","60,297.19",10,0.11
"313,869","-3,055.78",1,1
"313,870","18,110.75",5,1
"313,872","-4,393.44",1,1
"313,876","239,715.75",45,0.22
"313,877","24,108.6",5,1
"313,878","-1,619.56",2,1
"313,879","327,487.62",39,0.19
"313,880","14,636.52",2,1
"313,881","118,788.96",12,0.12
"313,882","457,762.74",28,0.15
"313,883","3,958.36",2,1
"313,884","14,760.72",2,1
"313,886","10,330.54",3,0.67
"313,887","724,147.22",45,0.22
"313,888","52,418.48",7,0.86
"313,892","103,308.21",20,0.18
"313,895","22,445.03",17,0.08
"313,900","347,102.79",45,0.2
"313,902","26,421.73",4,1
"313,905","353,140.28",45,0.22
"313,907","246,978.62",34,0.17
"313,908","1,867.66",1,1
"313,909","21,237.95",3,0.67
"313,911","57,900.49",9,0.1
"313,912","112,994.22",31,0.1
"313,913","68,508.33",22,0.15
"313,914","43,829.06",4,0.75
"313,915","14,710.21",4,0.75
"313,919","92,504.35",10,0.11
"313,922","24,944.16",2,1
"313,925","9,423.75",3,1
"313,926","154,870.32",29,0.05
"313,928","21,643.15",3,1
"313,929","2,831.88",3,1
"313,931","15,159.19",1,1
"313,933","1,382.89",1,1
"313,934","32,816.38",2,1
"313,935","29,415.55",4,0.75
"313,936","1,128.85",1,1
"313,938","61,590.28",8,1
"313,939","10,115.84",7,0.86
"313,940","29,995.43",6,1
"313,942","45,106.27",4,1
"313,943","75,202.03",10,0.1
"313,944",541.91,1,1
"313,945","71,153.72",5,1
"313,948","4,224.93",2,0.5
"313,950","41,014.81",39,0.07
"313,951","26,087.47",5,1
"313,952","40,159.33",7,0.86
"313,953","369,899.1",45,0.22
"313,954","27,282.28",5,0.8
"313,956","-29,441.3",3,0.67
"313,957","14,630.65",1,1
"313,958","143,781.82",24,0.21
"313,959","16,271.63",3,0.67
"313,961","40,894.89",36,0.09
"313,962","7,806.01",22,0.03
"313,963","29,963.25",5,1
"313,966","393,368.42",32,0.16
"313,968","1,125.23",3,0.67
"313,971","53,150.96",5,0.6
"313,975","54,537.41",10,0.11
"313,976","33,037.7",3,1
"313,977","12,437.97",2,0.5
"313,978","252,846.99",27,0.14
"313,981","12,549.23",2,1
"313,982","1,881.76",1,1
"313,983","113,344.65",21,0.17
"313,985","103,171.28",36,0.18
"313,986","51,995.83",6,1
"313,988","3,563.47",1,1
"313,989","-1,060.26",1,1
"313,991","-2,026.12",2,1
"313,992","124,676.78",20,0.2
"313,993","18,773.9",8,0.75
"313,994","-5,361.5",1,1
"313,995","2,559.42",1,1
"313,996","130,799.85",15,0.14
"313,997","138,847.07",46,0.22
"313,998","162,801.43",39,0.13
"313,999","73,859.85",19,0.13
"314,000","7,822.22",1,1
"314,001","86,382.23",15,0.14
"314,002","12,088.34",1,1
"314,003","2,291.47",2,1
"314,004","18,641.82",6,1
"314,005","66,183.59",23,0.07
"314,006","-19,255.58",2,1
"314,007","127,167.49",46,0.17
"314,011","132,590.99",34,0.16
"314,014","14,238.74",5,1
"314,015",-938.4,2,0.5
"314,016","83,105.58",5,0.6
"314,017","77,071.2",16,0.15
"314,019","1,249.47",4,0.75
"314,020","-1,496.82",1,1
"314,022","50,523.99",43,0.07
"314,024","41,429.34",4,1
"314,025","9,500.35",3,1
"314,027","16,957.27",3,0.67
"314,028","170,177.94",9,1
"314,030","134,372.11",7,0.86
"314,031","6,287.77",2,0.5
"314,032","6,221.28",1,1
"314,033","25,674.12",5,0.8
"314,034","1,263.92",3,0.67
"314,035","23,643.7",7,1
"314,036","539,636.39",46,0.22
"314,037","10,809.68",3,0.67
"314,038","-2,192.55",6,1
"314,039",-794.04,1,1
"314,040","23,763.6",8,0.75
"314,041","6,677.16",3,1
"314,042","12,205.11",3,1
"314,043","114,549.36",9,1
"314,044","19,341.11",9,0.56
"314,045","234,180.18",44,0.21
"314,046","44,311.55",5,0.8
"314,047","28,277.37",7,1
"314,048","88,620.82",25,0.21
"314,049","2,066.81",2,0.5
"314,050","184,515.43",12,0.13
"314,053","24,052.33",4,1
"314,054","10,131.45",45,0.13
"314,055","7,999.04",38,0.06
"314,056","60,886.65",12,0.12
"314,059","25,068.51",3,1
"314,061","1,128.25",4,0.75
"314,062","-3,869.77",1,1
"314,063","10,781.76",1,1
"314,064","31,652.79",4,0.75
"314,065","23,671.5",2,1
"314,066","285,710.28",46,0.19
"314,070","5,382.92",3,0.67
"314,071","59,286.07",36,0.15
"314,072","107,889.21",21,0.19
"314,074",718.47,1,1
"314,075","59,176.04",7,0.86
"314,077","42,895.76",5,1
"314,079","21,854.74",3,0.67
"314,081","55,392.31",5,0.6
"314,082","36,835.95",3,1
"314,085","-3,029.46",3,1
"314,086","200,163.46",21,0.2
"314,087","10,566.16",3,1
"314,088","15,407.05",3,0.67
"314,089","17,310.61",3,0.67
"314,090","80,116.21",6,1
"314,091","-3,452.94",1,1
"314,093","26,286.64",9,0.1
"314,094","20,146.67",3,0.67
"314,095","24,095.07",6,1
"314,097","143,684.82",45,0.17
"314,098","222,396.64",35,0.18
"314,099","320,685.42",45,0.22
"314,100","102,689.42",9,0.1
"314,101","86,685.95",14,0.14
"314,102","419,632.98",45,0.22
"314,103","227,330.52",45,0.22
"314,105","32,523.02",4,0.75
"314,106","23,954.54",5,1
"314,108","126,354.22",45,0.16
"314,109","37,761.31",13,0.06
"314,110","3,756.97",2,0.5
"314,111","62,091.17",7,0.86
"314,112","58,870.99",8,1
"314,113","168,340.2",13,0.11
"314,114","4,603.2",1,1
"314,115","6,884.54",1,1
"314,117","182,740.02",45,0.21
"314,118","48,239.39",4,0.75
"314,119",-673.01,2,0.5
"314,120","82,935.95",4,1
"314,123","-4,033.73",2,1
"314,124","788,448.9",44,0.21
"314,125","10,678.64",3,1
"314,126","117,994.67",17,0.15
"314,127",-486.05,1,1
"314,128","75,505.42",28,0.07
"314,129","33,673",5,0.8
"314,131","74,609.97",10,1
"314,132","358,624.59",44,0.21
"314,134","22,320.58",2,1
"314,135","138,050.86",9,0.1
"314,136","31,384.68",4,1
"314,137","44,560.19",5,1
"314,138","854,251.33",44,0.21
"314,139","55,468.29",4,1
"314,140","46,301.63",16,0.08
"314,141",-318.55,1,1
"314,142","246,683.59",26,0.14
"314,143","22,851.57",3,0.67
"314,144","37,780.97",4,0.75
"314,145","28,311.17",4,1
"314,146","9,833.32",4,0.5
"314,147","156,886.41",27,0.25
"314,148","147,998.41",23,0.22
"314,149","3,857.89",3,0.67
"314,150","806,900.35",44,0.21
"314,152","167,139.06",24,0.23
"314,153","18,966.95",46,0.01
"314,154","48,531.6",8,0.88
"314,155","13,215.6",1,1
"314,156","35,279.17",7,0.86
"314,157","1,782.86",10,0.02
"314,158","28,149.44",6,1
"314,159","22,430.65",7,0.86
"314,161","18,940.4",2,0.5
"314,162","11,140.79",3,1
"314,163","-12,298.87",10,0.1
"314,164","7,188.28",1,1
"314,165","3,941.01",5,1
"314,166","13,416.82",2,1
"314,167","44,141.5",7,0.71
"314,168","12,417.87",4,0.75
"314,170","182,868.66",28,0.15
"314,171","-1,854.13",1,1
"314,172","514,761.45",46,0.21
"314,173","11,745.55",2,0.5
"314,174","98,364.32",46,0.21
"314,175","85,055.77",9,0.78
"314,176","33,781.83",16,0.12
"314,177","177,140.77",46,0.22
"314,179","9,712.04",3,0.67
"314,181","-3,049.58",7,0.86
"314,182","4,032.16",4,1
"314,183","145,156.5",8,0.88
"314,184","8,340.27",4,0.75
"314,185","70,330.17",14,0.08
"314,186","44,333.3",4,0.75
"314,187","31,195.63",46,0.09
"314,189","26,487.27",27,0.03
"314,191","158,545.32",42,0.19
"314,192","4,447.59",5,0.8
"314,193","8,341.02",1,1
"314,194","6,640.67",33,0.01
"314,195","-4,647.05",1,1
"314,196","-1,814.21",4,0.75
"314,197","5,395.68",2,0.5
