"CUENTA","GANACIA","TOTALCAMPANAS","PARTICIPACION"
"314,198","107,120.77",5,1
"314,200","-3,228.17",1,1
"314,201",880.72,1,1
"314,202","134,982.95",45,0.22
"314,204","65,904.77",34,0.08
"314,206",895.91,1,1
"314,207","42,927.37",22,0.14
"314,208","18,462.83",6,0.83
"314,209","-3,291.53",4,0.75
"314,210","38,392.1",10,0.1
"314,211","1,560.76",1,1
"314,212","61,396.75",7,0.86
"314,213",711.42,1,1
"314,214","286,777.91",39,0.19
"314,215","21,991.85",3,0.67
"314,216","20,493.04",5,0.6
"314,217","526,978.54",45,0.17
"314,218","175,577.27",46,0.19
"314,219","38,968.92",8,0.88
"314,220","2,662.76",1,1
"314,221",402.15,1,1
"314,222",293.44,3,1
"314,223","78,728.4",34,0.16
"314,224","-3,769.17",3,0.33
"314,225","1,518.18",1,1
"314,226","16,053.09",1,1
"314,228","94,063.17",46,0.08
"314,229","262,435.35",34,0.12
"314,233","85,137.74",7,0.86
"314,236","7,057.71",7,0.86
"314,239","2,076.27",2,1
"314,243","583,898.8",44,0.21
"314,244","20,427.99",5,1
"314,246","73,827.71",44,0.13
"314,247",706.88,2,1
"314,248","36,088.76",6,0.06
"314,250","390,751.81",45,0.2
"314,251","42,053.9",3,1
"314,252","698,654.41",45,0.19
"314,254","372,481.17",45,0.2
"314,258","86,757.5",26,0.15
"314,260","39,827.21",5,1
"314,263","119,871.89",45,0.06
"314,264","22,103.47",12,0.05
"314,265","166,319.89",20,0.2
"314,268","184,561.29",14,0.15
"314,270","57,921.98",9,0.1
"314,271","101,200.73",44,0.21
"314,273",989.87,2,0.5
"314,274","225,021.37",35,0.11
"314,275","-1,506.98",1,1
"314,276","384,794.7",45,0.22
"314,277","63,589.42",7,1
"314,278","79,065.07",19,0.18
"314,280","154,027.35",32,0.16
"314,281","380,376.18",41,0.2
"314,282","43,194.45",5,0.8
"314,283","16,922.9",2,1
"314,285",-134.62,20,0.04
"314,286","221,700.98",31,0.16
"314,288","153,340.25",35,0.18
"314,289","145,876.49",45,0.18
"314,290","16,946.5",4,1
"314,291","26,060.21",3,0.67
"314,293","5,009.94",3,0.67
"314,294","4,400.36",5,0.8
"314,296","102,826.13",30,0.06
"314,297","49,021.93",6,1
"314,299","8,650.04",15,0.1
"314,300","61,397.32",5,1
"314,301","-2,199.68",10,0.09
"314,302","32,506.05",4,1
"314,306","17,792.41",4,0.75
"314,307","7,484.98",4,0.5
"314,309","188,054.91",45,0.22
"314,311","-1,910.82",2,0.5
"314,312","56,873.83",6,0.67
"314,313",844.72,1,1
"314,315","116,425.38",30,0.09
"314,317","50,650.02",8,0.09
"314,319","5,368.14",5,0.6
"314,323","34,746.26",4,0.75
"314,324","4,040.94",2,1
"314,325","33,582.19",8,1
"314,326","22,968.99",6,1
"314,327","2,709.49",5,0.8
"314,328","9,823.34",3,0.33
"314,330","16,177.97",6,1
"314,331","65,467.83",9,0.1
"314,332","3,179.54",5,1
"314,333","60,248.37",5,0.8
"314,334","43,269.63",15,0.13
"314,335","170,818.59",13,0.14
"314,336","71,789.16",13,0.11
"314,337","48,359.47",9,1
"314,338","2,638.2",2,1
"314,339","12,706.1",2,0.5
"314,344","82,457.5",17,0.17
"314,345","17,287.35",20,0.03
"314,346","9,727.88",3,1
"314,347","10,662.6",1,1
"314,349","29,528.48",3,0.67
"314,350","30,219.77",4,0.5
"314,351","25,827.77",11,0.12
"314,352","467,466.34",45,0.22
"314,354",-991.78,3,0.67
"314,355","47,968.66",9,0.09
"314,356","6,721.89",3,1
"314,357","29,553.74",7,0.71
"314,359","13,030.63",3,1
"314,361","-1,877.5",1,1
"314,364",975.59,1,1
"314,365","-1,852.64",36,0.1
"314,366","98,321.8",43,0.09
"314,369","209,349.36",33,0.11
"314,370","252,670.94",34,0.17
"314,371","24,685.76",4,0.75
"314,372","187,784.96",11,0.11
"314,374","87,350.96",44,0.1
"314,375","15,537.11",3,0.67
"314,376","29,563.98",2,1
"314,378","183,654.17",38,0.11
"314,379","1,165,923.11",45,0.21
"314,381","26,720.58",8,0.75
"314,384","7,939.1",1,1
"314,385","42,872.29",36,0.09
"314,386","8,139.34",1,1
"314,388",44.48,2,1
"314,389","492,868.12",45,0.22
"314,390","82,848.51",21,0.14
"314,391","173,657.74",7,1
"314,392","19,646.63",3,0.67
"314,394","58,891.56",14,0.14
"314,395","313,832.32",45,0.22
"314,396","163,810.4",40,0.19
"314,397","442,860.53",22,0.2
"314,399","13,613.43",3,0.33
"314,400","51,908.33",5,0.8
"314,401","2,948.03",1,1
"314,402","37,309.94",13,0.14
"314,403","66,656.71",13,0.12
"314,404","52,531.11",5,1
"314,406","45,473.49",8,1
"314,407","37,156.55",8,0.08
"314,408","10,318.72",2,1
"314,410","11,317.38",45,0.11
"314,412",895.06,1,1
"314,414","81,438.29",9,0.1
"314,415","51,924.85",9,0.09
"314,418","108,447.17",31,0.12
"314,420","131,762.54",40,0.09
"314,421","14,011.04",1,1
"314,422","32,350.99",45,0.09
"314,423","19,506.04",3,1
"314,424","22,990.47",5,0.8
"314,425","12,384.64",5,1
"314,426","65,220.95",5,1
"314,428","-2,561.34",1,1
"314,429","129,269.54",42,0.2
"314,430","49,837.31",9,0.1
"314,431","31,497.02",7,1
"314,432","191,937.87",16,0.16
"314,434","26,539.16",7,1
"314,435","82,285.48",7,0.86
"314,436","3,519.79",5,0.8
"314,437","685,222.81",45,0.22
"314,438","7,084.69",3,0.33
"314,439","5,787.61",1,1
"314,440","21,218.92",3,0.67
"314,441","7,847.35",1,1
"314,442","134,980.76",44,0.17
"314,446","26,137.77",2,0.5
"314,447","111,939.77",38,0.07
"314,449","15,346.39",3,0.67
"314,450",334.93,6,0.83
"314,451","14,993.79",2,1
"314,453","3,464.11",2,0.5
"314,454","26,863.21",2,1
"314,455","96,739.36",41,0.07
"314,459","301,075.9",45,0.2
"314,461","-1,394.05",1,1
"314,464","21,908.51",3,1
"314,466","622,161.37",44,0.21
"314,467","602,023.18",44,0.21
"314,468","13,323.83",2,0.5
"314,469","-1,990.01",2,1
"314,470","36,162.45",3,1
"314,471","150,429.22",21,0.2
"314,472","-1,848.24",1,1
"314,473","102,086.45",7,0.57
"314,474","91,985.92",36,0.06
"314,475","314,925.91",30,0.15
"314,476","474,948.93",46,0.22
"314,477","498,268.17",46,0.21
"314,478","4,191.44",1,1
"314,480","14,205.52",2,1
"314,481","183,330.68",42,0.12
"314,482","511,422.63",44,0.21
"314,483","130,495.86",9,0.1
"314,484",-151.92,1,1
"314,485","20,178.01",2,1
"314,486","-3,918.77",15,0.13
"314,487","124,809.32",46,0.11
"314,488",278.37,1,1
"314,489",-389.22,3,0.67
"314,490","-12,014.77",7,0.86
"314,491","70,894.64",43,0.13
"314,492","38,367.36",5,1
"314,493","69,966.9",7,0.86
"314,494","-1,059.52",1,1
"314,495","38,120",4,0.75
"314,498","7,930.53",6,1
"314,501","244,779.56",42,0.15
"314,502","9,408.02",1,1
"314,503","66,570.54",17,0.16
"314,504","4,300.8",3,0.67
"314,506","6,829.58",3,0.67
"314,507","43,324.37",6,0.83
"314,508","26,717.01",2,1
"314,509","-1,436.38",1,1
"314,511","11,914.21",1,1
"314,512","1,283.45",4,1
"314,514","28,840.22",8,1
"314,515","13,837.97",1,1
"314,516","5,125.5",2,0.5
"314,517",-436.02,1,1
"314,519","2,501.09",1,1
"314,520","-6,704.19",1,1
"314,521","-1,023.48",2,1
"314,522","18,017.37",2,0.5
"314,523","3,442.01",2,1
"314,524","78,995.06",17,1
"314,526","3,390.8",1,1
"314,527","140,404.05",15,0.15
"314,530","33,083.37",5,1
"314,531",-659.46,1,1
"314,532","92,930.4",5,1
"314,535","43,189.13",4,0.75
"314,536",862.26,1,1
"314,540","129,375.76",43,0.08
"314,541","19,715.68",18,0.08
"314,543","24,977.67",3,1
"314,544","8,344.89",3,1
"314,545","3,339.63",1,1
"314,546","-3,907.61",2,1
"314,547","18,971.75",1,1
"314,548","30,163.9",6,0.83
"314,549","-3,870.44",1,1
"314,551","66,033.78",8,1
"314,552","39,529.98",45,0.13
"314,553","43,663.48",4,1
"314,555","145,566.08",21,0.2
"314,557","35,317.2",19,0.09
"314,558","138,562.05",24,0.23
"314,561","11,230.38",4,0.5
"314,564","242,954.17",37,0.15
"314,565","6,252.76",3,0.67
"314,568","25,924.01",13,0.08
"314,569",645.6,4,0.5
"314,572","84,711.47",32,0.11
"314,575","48,212.27",5,1
"314,582","46,742.07",3,1
"314,584","258,438.65",45,0.22
"314,585","86,712.94",10,0.11
"314,587","10,292.36",1,1
"314,588","44,993.33",6,0.5
"314,589","194,331.55",20,0.2
"314,590","100,580.76",16,0.16
"314,593","251,462.75",44,0.2
"314,594","126,018.12",13,0.13
"314,596","31,882.96",4,1
"314,598",685.18,1,1
"314,599","2,088.93",1,1
"314,601","59,113.92",5,1
"314,604","15,815.11",1,1
"314,608","14,462.88",5,0.6
"314,609","3,724.87",2,0.5
"314,613","2,105.73",1,1
"314,614",-797.97,1,1
"314,615","19,223.5",7,0.86
"314,616","167,026.52",45,0.16
"314,617","101,036.69",44,0.15
"314,619","164,869.55",45,0.19
"314,621","1,381,140.05",45,0.22
"314,622","23,068.21",18,0.13
"314,623","134,580.51",40,0.13
"314,624","-4,633.48",1,1
"314,625","5,169.48",2,1
"314,626","288,095.82",42,0.19
"314,627","-5,315.27",3,0.67
"314,628","16,865.83",4,0.75
"314,630","17,552.31",6,0.83
"314,632","14,242.26",2,0.5
"314,633","40,298.53",6,1
"314,634","31,876.28",41,0.04
"314,635","38,274.36",10,0.1
"314,636","36,759.2",4,0.75
"314,637","182,215.08",44,0.14
"314,638","152,486.05",14,0.14
"314,640",-606.52,1,1
"314,641","38,064.8",6,0.83
"314,642","2,763.97",3,1
"314,643","347,819.24",44,0.21
"314,644","285,456.14",42,0.2
"314,645","3,600.07",1,1
"314,647","1,061.48",1,1
"314,648","3,013.41",3,0.67
"314,650","98,960.07",24,0.2
"314,653","7,791.2",2,0.5
"314,654","7,485.97",3,0.67
"314,655","4,561.93",1,1
"314,657","435,632.39",34,0.17
"314,658","241,380.2",44,0.21
"314,659","96,427.56",44,0.08
"314,660","16,448.65",33,0.04
"314,661","15,298.83",11,0.1
"314,663","90,696.32",26,0.13
"314,664","396,220.3",44,0.21
"314,669","109,879.74",45,0.21
"314,670",-435.95,1,1
"314,672","284,308.52",45,0.19
"314,675","40,511.1",7,1
"314,677","1,170.23",1,1
"314,679",541.91,1,1
"314,682","101,653.2",12,0.11
"314,683","104,007.51",44,0.15
"314,684","7,009.21",3,1
"314,686",495.51,1,1
"314,688","44,237.42",4,1
"314,689","395,120.24",39,0.19
"314,690",-96.6,3,1
"314,692","22,103.52",2,1
"314,693","1,556.96",2,0.5
"314,695","21,606.89",6,1
"314,699","6,367.68",6,1
"314,700","13,388.25",1,1
"314,701","62,205.64",12,0.12
"314,705","48,326.7",45,0.09
"314,706","76,039.72",17,0.12
"314,708","45,850.4",9,0.1
"314,710","737,385.17",45,0.19
"314,712","12,780.69",27,0.04
"314,714","1,846.69",2,1
"314,716","194,745.34",45,0.22
"314,717","21,139.7",5,1
"314,718","22,231.22",3,1
"314,719","13,304.42",36,0.04
"314,720","-3,371.49",1,1
"314,722","24,237.71",9,0.1
"314,723","149,054.7",44,0.13
"314,724","7,348.65",4,0.75
"314,727","16,727.37",5,1
"314,730","11,828.42",2,0.5
"314,731","-1,126.05",1,1
"314,735","188,293.62",27,0.14
"314,737",-730.26,2,0.5
"314,739",385.9,1,1
"314,740","213,227.54",33,0.11
"314,741","45,818.67",9,0.1
"314,744","20,851.67",5,0.8
"314,745","-5,984.29",1,1
"314,746","18,975.9",2,1
"314,747","184,909.9",24,0.23
"314,748","579,747.87",44,0.21
"314,749","41,837.08",9,0.09
"314,750","2,271.68",6,1
"314,751","52,531.39",27,0.08
"314,752","571,419.59",45,0.21
"314,753","77,296.48",14,0.14
"314,754","20,086.08",6,0.83
"314,755","10,714.91",2,1
"314,756","178,443.7",40,0.13
"314,757","1,095,953.49",45,0.22
"314,758","132,460.18",45,0.22
"314,759","64,241.13",5,1
"314,760","16,313.18",4,0.05
"314,761",-330.12,1,1
"314,762","405,722.02",33,0.17
"314,764","235,308.38",32,0.16
"314,765","292,465.61",17,0.17
"314,766","285,009.03",13,0.14
"314,768","8,059.43",5,1
"314,769","10,528.95",2,0.5
"314,770","163,002.98",10,0.1
"314,772","79,174.32",7,1
"314,773","12,258.69",1,1
"314,774","239,067.37",45,0.21
"314,775","19,984.83",2,1
"314,777","7,926.59",2,1
"314,782","58,179.33",35,0.13
"314,783","33,881.24",13,0.03
"314,786","31,007.29",6,0.83
"314,788","231,846.68",43,0.15
"314,789","12,384.37",2,1
"314,791","29,285.19",8,0.04
"314,792","36,641.62",8,0.07
"314,793","44,980.12",6,1
"314,794","2,907.03",3,0.67
"314,795","317,436.49",13,0.12
"314,796",243.11,1,1
"314,797","26,503.94",6,0.83
"314,798","156,246.76",12,0.11
"314,799","7,182.57",1,1
"314,800","28,762.94",9,0.08
"314,801","107,354.37",14,0.09
"314,804","-2,043.39",1,1
"314,809","8,005.26",2,1
"314,810","26,055.46",3,1
"314,811","297,923.84",16,0.15
"314,813",368.59,1,1
"314,814","40,600.73",4,0.75
"314,815","152,387.05",20,0.2
"314,816","26,703.21",7,0.86
"314,817","44,974.37",13,0.13
"314,818",-480.9,1,1
"314,819",-485.43,1,1
"314,820","228,262.97",13,0.13
"314,821","252,481.68",45,0.22
"314,822","42,422.13",6,0.83
"314,823","2,175.79",3,0.67
"314,824","1,363.9",2,0.5
"314,826","320,534.73",33,0.17
"314,828",-454.97,1,1
"314,829","130,585.14",42,0.12
"314,831","28,596.88",5,0.8
"314,833","24,288.58",5,1
"314,835","36,067.81",8,1
"314,836","12,580.7",6,0.33
"314,838","10,891.04",5,1
"314,839","46,146.22",5,1
"314,841","4,771.4",5,1
"314,842","8,586.74",10,0.05
"314,843","-2,118.04",1,1
"314,845","96,239.41",13,0.07
"314,847","219,616.93",31,0.16
"314,848","553,698.14",45,0.22
"314,851","106,638.1",44,0.21
"314,852","17,560.63",5,1
"314,854","1,303.51",3,0.02
"314,855","1,178.41",1,1
"314,857",-507.31,38,0.02
"314,858","-2,398.95",2,0.5
"314,861","1,740.85",1,1
"314,862","72,361.34",5,1
"314,863","18,375.78",4,0.75
"314,865","5,863.49",3,0.67
"314,866","68,511.32",6,0.67
"314,867","-4,706.34",3,0.67
"314,868","4,370.92",2,0.5
"314,872","266,540.18",20,0.2
"314,873","6,364.33",2,0.5
"314,875","2,856.24",3,0.67
"314,876","26,729.91",5,1
"314,877","374,743.64",45,0.22
"314,879","24,553.34",4,1
"314,880","35,072.09",8,0.09
"314,881","39,170.35",7,1
"314,882","26,965.75",5,1
"314,883","110,731.57",34,0.08
"314,884","57,432.84",4,1
"314,885","7,168.25",2,1
"314,886","176,638.16",22,0.17
"314,888",-656.79,2,1
"314,889","55,438.63",5,1
"314,890","215,229.48",37,0.17
"314,893","27,373.1",5,0.8
"314,894",-666.43,1,1
"314,896","55,683.11",6,1
"314,897","16,515.46",20,0.03
"314,898","1,716.68",1,1
"314,900","4,965.99",2,1
"314,901","21,700.44",6,1
"314,902","29,696.79",5,1
"314,906","7,258.51",5,1
"314,907","44,813.07",4,1
"314,908",-320.8,1,1
"314,909","47,718.06",4,0.75
"314,910","118,094.75",9,0.1
"314,912","201,178.33",32,0.16
"314,913","57,333.11",5,1
"314,916","-2,887.93",2,0.5
"314,917","-1,761.13",44,0.07
"314,918","5,963.81",1,1
"314,919","14,277.44",45,0.04
"314,920","35,910.3",11,0.12
"314,921","6,861.05",2,1
"314,922","112,200.6",12,0.11
"314,923","24,428.2",5,0.8
"314,924","16,096.88",11,0.02
"314,925","4,792.86",5,1
"314,926","36,196.59",5,0.6
"314,927","144,961.17",11,0.11
"314,928","5,730.22",2,1
"314,929","29,598.53",5,0.8
"314,930","27,782.73",5,1
"314,931","10,542.87",2,0.5
"314,932","6,876.7",5,1
"314,933","66,027.8",27,0.14
"314,935","467,799.05",45,0.22
"314,936","98,156.74",11,1
"314,937","32,552.1",4,1
"314,938","80,776.03",19,0.18
"314,939","212,993.66",44,0.21
"314,940","18,781.13",4,0.75
"314,941","5,660.97",1,1
"314,943","7,513.46",3,1
"314,944","8,696.56",2,1
"314,945","2,201.14",3,1
"314,946","167,243.82",12,0.11
"314,949","27,488.14",45,0.03
"314,950",-264.67,2,0.5
"314,952","17,344.66",2,1
"314,953","-1,301.2",1,1
"314,954","40,094.57",27,0.08
"314,955","10,663.69",7,0.86
"314,956","157,336.66",45,0.22
"314,957","107,191.01",16,0.13
"314,958","311,338.87",34,0.14
"314,959","7,216.83",2,1
"314,960","18,870.82",9,0.1
"314,962","137,774.7",45,0.2
"314,963","3,958.2",3,1
"314,964","39,745.35",12,0.13
"314,965","35,990.96",6,1
"314,969","15,956.15",3,1
"314,970","27,500.41",11,0.04
"314,971","4,508.67",6,0.83
"314,972",608.02,32,0.01
"314,973","45,889.01",5,1
"314,974","5,843.46",1,1
"314,975","101,335.54",45,0.11
"314,976","185,688.92",45,0.22
"314,977",-389.15,1,1
"314,978","15,781.08",1,1
"314,979","-1,493.65",1,1
"314,980","6,523.09",1,1
"314,981","141,682.17",27,0.13
"314,982","3,027.95",2,0.5
"314,983","18,680.05",3,1
"314,984","5,563.82",2,1
"314,985","8,358.79",1,1
"314,986","275,315.26",21,0.19
"314,987","1,159,882.62",45,0.22
"314,988",829.37,2,1
"314,989","7,628.96",1,1
"314,990",744.77,2,1
"314,991","6,295.14",1,1
"314,992","71,805.62",23,0.2
"314,993","4,293",2,0.5
"314,994","92,488.3",12,0.11
"314,995",-680.81,33,0.02
"314,996","17,322.33",5,0.4
"314,997","260,650.78",26,0.23
"314,998","5,654.82",1,1
"314,999",538.61,3,1
"315,000","46,685.99",11,0.11
"315,001","30,605.86",3,0.67
"315,002","12,761.63",6,0.83
"315,003","7,729.48",4,0.75
"315,004","8,875.92",2,0.5
"315,005","3,685.22",1,1
"315,007","44,179.2",23,0.21
"315,008","16,539.96",3,0.33
"315,009","36,488.88",3,0.67
"315,010","266,451.8",45,0.14
"315,011","9,947.36",3,0.67
"315,012","10,049.91",1,1
"315,014","70,786.09",40,0.08
"315,015","16,003.32",8,1
"315,019","1,045.06",1,1
"315,020","48,844.26",6,1
"315,021","78,329.56",35,0.08
"315,022","29,694.96",4,0.75
"315,023","619,754.55",45,0.22
"315,024","141,713.76",27,0.13
"315,025","26,042.65",3,1
"315,026","28,221.18",18,0.17
"315,027","184,129.83",29,0.15
"315,028","666,526.07",45,0.21
"315,029","63,260.96",7,1
"315,030","10,860.34",3,1
"315,031","13,041.32",14,0.15
"315,032","416,222.84",42,0.2
"315,034","52,124.83",5,0.8
"315,040","108,464.42",23,0.21
"315,043","22,693.3",9,0.89
"315,044","8,967.79",2,1
"315,045","81,469.72",23,0.1
"315,046","965,783.66",45,0.22
"315,048","8,708.59",1,1
"315,049","224,453.88",45,0.22
"315,050","414,986.51",45,0.2
"315,051","122,845.7",36,0.18
"315,053","56,303.74",9,0.1
"315,054","4,268.27",3,0.67
"315,055","1,770.84",1,1
"315,056","429,551.21",45,0.22
"315,057","9,957.43",5,1
"315,058","69,768.66",35,0.06
"315,060","5,646.54",2,0.5
"315,062","122,716.07",38,0.18
"315,064","34,431.73",13,0.13
"315,065","19,701.53",8,1
"315,068","13,321.29",3,0.67
"315,070","8,593.29",3,0.67
"315,071","13,646.38",1,1
"315,076","44,530.72",10,0.11
"315,078",733.96,1,1
"315,079","-15,496.57",4,0.75
"315,080",91.05,1,1
"315,081","30,834.75",9,0.1
"315,083","431,815.07",23,0.22
"315,084","16,808.89",4,0.75
"315,085","-11,515.06",3,1
"315,087","48,931.86",27,0.25
"315,088","75,680.55",16,1
"315,089","10,243.77",1,1
"315,091","-3,171.68",1,1
"315,093",-763.86,1,1
"315,094","12,537.54",2,0.5
"315,095","25,641.54",5,1
"315,097","33,637.33",6,0.83
"315,099","253,654.37",42,0.2
"315,100","75,423.94",34,0.08
"315,101","98,426.33",45,0.17
"315,102","8,991.11",24,0.06
"315,103","4,221.62",1,1
"315,105","180,795.44",9,0.1
"315,106","61,726.43",32,0.1
"315,107","4,250.3",2,1
"315,108","6,334.49",3,1
"315,109",-218.35,1,1
"315,111","1,496.76",1,1
"315,113","167,666.83",9,0.1
"315,115","315,357.51",44,0.21
"315,116","129,474.13",8,0.09
"315,118","6,756.19",2,1
"315,119","22,627.31",4,0.75
"315,120","13,155.19",4,1
"315,121","146,088.26",12,0.12
"315,123","1,027.38",1,1
"315,124","26,204.1",4,0.5
"315,125","5,586.33",3,0.67
"315,126","4,233.55",5,1
"315,127","102,719.88",23,0.22
"315,128","26,805.81",1,1
"315,129","29,100.44",9,0.1
"315,130","2,888.47",1,1
"315,131","165,124.84",35,0.12
"315,133","325,276.82",44,0.21
"315,134","5,030.73",22,0.03
"315,135","46,043.46",5,1
"315,137","-1,533.75",1,1
"315,138","58,534.12",6,1
"315,139","101,123.5",19,0.19
"315,140","8,041.18",4,0.5
"315,141","133,372.54",39,0.19
"315,146","1,025,031.17",44,0.21
"315,147","39,880.96",8,0.88
"315,148","66,765.99",13,0.14
"315,151","9,218.28",1,1
"315,152","21,149.61",5,1
"315,153","23,834.3",6,1
"315,157","4,151.07",3,0.67
"315,158","73,674.68",6,1
"315,159","380,690.7",44,0.21
"315,160","361,871.31",44,0.21
"315,161","77,868.09",12,0.13
"315,166","71,437.47",9,0.09
"315,168","347,148.6",43,0.14
"315,169","598,916.67",44,0.21
"315,172","36,207.56",5,0.8
"315,175","175,252.18",22,0.2
"315,178","487,633.01",31,0.16
"315,180","2,188.58",41,0.02
"315,181","483,049.59",19,0.19
"315,182",-931.47,4,0.25
"315,183","220,210.54",20,0.17
"315,184","32,805.57",4,1
"315,185","1,054.9",3,0.33
"315,186","13,783.62",3,0.67
"315,187","31,720.44",4,0.75
"315,189","12,353.59",3,1
"315,190","99,921.18",9,0.09
"315,191","41,598.84",4,1
"315,192","32,202.98",5,0.8
"315,193","97,046.98",7,0.86
"315,194","440,306.78",45,0.22
"315,195","5,905.8",3,0.33
"315,196","6,867.08",2,0.5
"315,197","2,838.47",3,1
"315,201","2,751.75",1,1
"315,202","200,325.58",45,0.21
"315,203","74,759.6",45,0.09
"315,204","5,632.42",1,1
"315,205","29,276.12",3,1
"315,206","13,906.39",2,1
"315,207",-393.04,1,1
"315,209","32,907.16",7,0.86
"315,210","97,071.95",42,0.08
"315,211","27,074.17",6,1
"315,212","7,544.4",1,1
"315,213","160,217.91",17,0.17
"315,215","559,694.6",45,0.22
"315,216",701.5,1,1
"315,218","6,406.48",2,1
"315,219","153,413.88",9,0.1
"315,220","11,965.36",5,1
"315,221","104,687.38",14,0.15
"315,222","30,876.01",4,0.5
"315,223","1,487.72",1,1
"315,224","214,012.3",45,0.2
"315,225","72,605.15",27,0.06
"315,226","198,712.14",23,0.19
"315,229","92,873.76",6,1
"315,230","41,788.81",9,0.09
"315,233","202,669.48",20,0.2
"315,234","175,114.35",24,0.2
"315,235","37,934.34",9,0.1
"315,236","14,770.88",6,0.83
"315,237","356,355.89",44,0.21
"315,239","15,338.36",7,1
"315,240","-1,819.1",1,1
"315,243","18,377.45",7,0.86
"315,244","17,559.18",3,0.67
"315,248","142,537.53",44,0.17
"315,249","141,432.34",25,0.2
"315,250","14,637.22",4,0.75
"315,251","88,963.69",29,0.15
"315,252","15,774.93",24,0.07
"315,253","765,377.19",44,0.21
"315,255","13,090.83",1,1
"315,256","163,361.15",44,0.21
"315,257","15,946.89",3,1
"315,259","3,732.91",3,1
"315,265","12,800.99",2,1
"315,267","49,423.85",9,0.1
"315,268","46,680.47",17,0.14
"315,269","463,890.77",45,0.22
"315,271","126,395.28",45,0.09
"315,272","50,748.34",3,1
"315,273","-15,618.56",4,0.75
"315,274","109,276.62",41,0.14
"315,275","103,760.57",10,0.1
"315,276","15,958.28",5,0.6
"315,277","10,092.92",1,1
"315,278","35,129.38",12,0.12
"315,279","16,704.25",2,1
"315,281","118,931.41",20,0.2
"315,283","89,461.34",26,0.07
"315,286","384,173.73",43,0.21
"315,287","311,582.08",43,0.16
"315,288","23,013.46",2,1
"315,289","4,961.22",1,1
"315,290",216.22,1,1
"315,291","72,945.28",17,0.12
"315,292","38,992.7",5,1
"315,293",210.92,2,0.5
"315,294",483.14,1,1
"315,295","53,829.42",5,1
"315,296","30,073.46",8,0.75
